Unnamed: 0,RC2,RC1,RC3,RC4,RC5
E2,-0.0784597826242962,-0.109223153039098,-0.304225163187615,0.656635039529632,0.198442542399823
E3,0.0276077776342038,-0.0426444865586865,-0.299624404396342,0.677256718013691,0.224087949057637
E5,0.702928345909556,0.060346766129153,0.0684646776205079,0.53597967616647,-0.0386700293166036
E6,0.438878582070076,0.105060363666593,0.0422720860337642,0.7010182431368,-0.0891039171589039
E9,0.220760584969424,-0.295670542590033,-0.317453939916246,0.591553931770265,0.143942478897186
E10,0.213503056240691,-0.558275516406281,-0.324617381489349,0.503797768133147,0.218318895222043
E1,0.323408735315396,0.30470411065659,0.145491296455248,-0.705608932424233,0.0316497041579725
E4,0.198962757703419,0.141115621559248,0.263467862344669,-0.770870276030138,0.119681634933866
E7,-0.340144014158118,0.368703828587297,0.0230851936892008,-0.508821690911406,0.196403549311172
E8,-0.213736651280121,0.0525423192152768,0.0936358584083184,-0.602137512551402,-0.0306356307199619
E11,-0.0555839039932099,0.581697444692336,0.345595732538234,-0.508169577815256,-0.210185364876418
E12,-0.269338758547055,0.319389995897394,0.281485888542548,-0.584311091604538,0.0842197782871827
A13,0.140266853398421,-0.299723066879632,-0.195566451094934,-0.0769519504046102,0.57270159043774
A15,0.391455174767469,-0.31704985746903,-0.281026914348455,-0.0367493520588438,0.380022342949005
A17,0.24991223205094,-0.404001609906368,-0.453892578756856,0.141529564449486,-0.0037908785810823
A18,0.31516766735444,-0.650104096358612,-0.166672602026061,-0.0771305648027518,0.192046349942694
A21,0.134358824414794,-0.0495617015357817,-0.427734169226597,0.124794352589623,0.610287837661986
A22,0.163124305294206,-0.0937785018172033,-0.444031161762616,0.0314613934782381,0.602877461529748
A14,-0.239524809428353,0.661098093345773,0.365156048808824,-0.170718000811782,-0.174542232148231
A16,-0.209586817687308,0.776885129137553,0.26511596477012,0.102840716486527,-0.116221453570534
A19,-0.353758646338062,0.624922834525538,0.478361925213358,0.0348432430580753,-0.125428824945125
A20,-0.290844881500151,0.727125707680329,0.271872617093848,-0.0168684199365043,0.014876935822577
A23,-0.230928719781541,0.448011950502425,0.466726461347989,-0.09661700536846,-0.270871536591734
A24,0.108290100130187,0.262399158973738,0.620225130571506,-0.0331803228074524,-0.17349922498525
C26,0.834047884367872,-0.114104220907059,-0.137136712927095,0.001411186618074,0.0121397097093265
C27,0.682285958791721,0.0360528667550766,-0.119910138891553,0.0176395496180381,0.22244078694136
C29,0.817015499665016,-0.192020735154146,-0.0369394114517979,0.254037012235369,0.0763645132246291
C30,0.682696953401591,-0.409791986749356,-0.012065255226991,0.349731406864612,0.0534143175080116
C35,0.612328519084293,-0.475396507144298,-0.20184230277412,0.233231819747472,0.0629943199446616
C36,0.773574750300745,-0.403082552154473,-0.122788430685267,-0.0525996464824482,-0.0052984285708147
C25,-0.763793236564971,0.0652258239698194,0.164508039041316,-0.145786379153963,0.0057951471897941
C28,-0.605629297305085,0.463785287949114,0.100085638834145,0.0775611935882583,0.0093709312919444
C31,-0.671168134385602,0.44948948357155,0.0741132051378948,-0.261469357399022,-0.0386111679667467
C32,-0.547435660520796,0.159037431552143,0.144287516767519,-0.440016564657475,0.106183242900733
C33,-0.784046347744376,0.172569512970928,0.234327742225172,-0.0435491340215799,-0.0916645392973042
C34,-0.777757278467667,0.196074682794193,0.292452535449889,0.075332601364999,-0.0203376765474302
N37,0.228518385560573,-0.0650691146190516,-0.724692685322109,0.15670081024775,0.078235271597148
N39,0.180186654508015,0.0789822540144457,-0.617060995833827,0.147494029867058,0.106513511635845
N43,0.374753490049099,-0.222014598304797,-0.463814269395709,0.397964460046062,0.234214021042651
N44,0.274911599511269,-0.459233730469218,-0.39306563090184,0.444252403659004,0.255156321649954
N45,0.372700170154092,-0.0763201958229504,-0.683229579282942,0.0973495887456049,0.038959814820204
N47,0.638597461185286,0.0487063555625923,-0.425324579494994,0.0035852727805314,-0.0027658135403392
N38,-0.0315088489423417,0.0738279405763063,0.772220512465037,-0.24698459201524,-0.07761035728336
N40,-0.0446663079388929,-0.0018639288458068,0.749706875122286,-0.0324814493793617,-0.141533251728315
N41,0.003700717037417,0.176845813336738,0.820996680055298,-0.146303044096501,-0.0159251119810128
N42,-0.2336476654201,0.147097785072916,0.684358720747973,-0.223887923579217,-0.142937520223228
N46,-0.425725585864844,0.0024413707553131,0.427228229596133,-0.109036300989544,0.462387138777641
N48,-0.195442866940547,0.0827561216179405,0.793308042401663,-0.0966469591619064,0.1349813354178
O50,0.460148162532457,-0.408709095994944,0.303379409185039,0.347779863718907,0.248752642287811
O52,0.0453604339738164,-0.767813602123954,0.0512837448139948,0.25020647280936,0.259738152761931
O53,-0.280079318339437,-0.333352003245052,0.240106985875204,0.105645587386898,0.557457878317738
O55,0.0769777157676236,-0.247893510658192,-0.0223064947850626,0.0808013628510358,0.696442320359173
O58,0.283022005053277,-0.44466283187226,0.020553883437988,0.562767083913053,0.169836288280366
O59,0.207683270833176,-0.48021423105369,0.114179803557327,0.47079293433209,0.287239714760247
O49,0.0616206506745933,0.702906801687588,-0.0472548103293052,-0.294925087869877,-0.1646545584265
O51,-0.117259084503683,0.546754828788509,-0.131502627852891,-0.322222498512782,-0.226665942510809
O54,0.21989077785233,0.558534892161722,-0.119623945687539,-0.208235043813647,-0.380867316290506
O56,-0.0262511369465165,0.183047529377602,0.318365949060773,-0.107336014584626,-0.586218251065917
O57,-0.157290506606868,0.806481781219062,0.0647078930179404,-0.260380156697989,-0.0589343466441767
O60,-0.261599432069124,0.578409406365135,0.20624960589074,-0.286286209456953,-0.0557849597880914
